sentence1	sentence2	gold_label
A 113°C fuel is hot. A 73°C fuel is cold.	A 113°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 115°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 117°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 119°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 121°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 123°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 127°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 129°C fuel is hot.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 55°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 57°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 59°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 61°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 63°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 65°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 67°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 69°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 71°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 73°C fuel is cold.	entailment
A 113°C fuel is hot. A 73°C fuel is cold.	A 113°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 115°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 117°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 119°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 121°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 123°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 125°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 127°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 129°C fuel is cold.	contradiction
A 113°C fuel is hot. A 73°C fuel is cold.	A 131°C fuel is cold.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 76°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 79°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 82°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 85°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 88°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 91°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 94°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 97°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 100°C pie is hot.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 160°C pie is hot.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 163°C pie is hot.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 175°C pie is hot.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 178°C pie is hot.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 181°C pie is hot.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 184°C pie is hot.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 187°C pie is hot.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 73°C pie is cold.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 76°C pie is cold.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 82°C pie is cold.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 85°C pie is cold.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 88°C pie is cold.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 94°C pie is cold.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 100°C pie is cold.	entailment
A 160°C pie is hot. A 100°C pie is cold.	A 160°C pie is cold.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 163°C pie is cold.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 166°C pie is cold.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 169°C pie is cold.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 172°C pie is cold.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 181°C pie is cold.	contradiction
A 160°C pie is hot. A 100°C pie is cold.	A 187°C pie is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 100°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 104°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 108°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 112°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 116°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 120°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 124°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 128°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 132°C cheese is hot.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 216°C cheese is hot.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 220°C cheese is hot.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 228°C cheese is hot.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 232°C cheese is hot.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 244°C cheese is hot.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 248°C cheese is hot.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 252°C cheese is hot.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 100°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 104°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 108°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 112°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 116°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 124°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 132°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 136°C cheese is cold.	entailment
A 216°C cheese is hot. A 136°C cheese is cold.	A 216°C cheese is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 220°C cheese is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 224°C cheese is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 232°C cheese is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 240°C cheese is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 244°C cheese is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 248°C cheese is cold.	contradiction
A 216°C cheese is hot. A 136°C cheese is cold.	A 252°C cheese is cold.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 62 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 64 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 66 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 68 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 72 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 74 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 78 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 80 cm rope is long.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 120 cm rope is long.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 122 cm rope is long.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 124 cm rope is long.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 126 cm rope is long.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 132 cm rope is long.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 136 cm rope is long.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 138 cm rope is long.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 62 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 64 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 66 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 68 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 72 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 74 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 76 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 78 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 80 cm rope is short.	entailment
A 120 cm rope is long. A 80 cm rope is short.	A 120 cm rope is short.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 124 cm rope is short.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 126 cm rope is short.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 130 cm rope is short.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 136 cm rope is short.	contradiction
A 120 cm rope is long. A 80 cm rope is short.	A 138 cm rope is short.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 186 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 198 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 204 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 210 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 216 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 222 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 228 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 234 cm sculpture is tall.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 366 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 378 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 384 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 390 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 396 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 402 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 408 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 414 cm sculpture is tall.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 186 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 192 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 198 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 204 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 210 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 216 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 222 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 228 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 234 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 240 cm sculpture is short.	entailment
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 360 cm sculpture is short.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 372 cm sculpture is short.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 390 cm sculpture is short.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 396 cm sculpture is short.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 402 cm sculpture is short.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 408 cm sculpture is short.	contradiction
A 360 cm sculpture is tall. A 240 cm sculpture is short.	A 414 cm sculpture is short.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 32 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 34 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 36 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 38 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 40 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 42 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 46 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 48 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 50 cm chair is tall.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 90 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 92 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 96 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 98 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 100 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 102 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 104 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 106 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 108 cm chair is tall.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 36 cm chair is short.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 40 cm chair is short.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 42 cm chair is short.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 44 cm chair is short.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 46 cm chair is short.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 48 cm chair is short.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 50 cm chair is short.	entailment
A 90 cm chair is tall. A 50 cm chair is short.	A 90 cm chair is short.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 94 cm chair is short.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 98 cm chair is short.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 106 cm chair is short.	contradiction
A 90 cm chair is tall. A 50 cm chair is short.	A 108 cm chair is short.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 559 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 578 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 597 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 616 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 635 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 654 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 673 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 692 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 711 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 730 cm boulder is tall.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1110 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1129 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1148 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1186 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1224 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1243 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1262 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1281 cm boulder is tall.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 559 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 578 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 597 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 616 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 635 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 654 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 673 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 692 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 711 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 730 cm boulder is short.	entailment
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1110 cm boulder is short.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1186 cm boulder is short.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1205 cm boulder is short.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1224 cm boulder is short.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1243 cm boulder is short.	contradiction
A 1110 cm boulder is tall. A 730 cm boulder is short.	A 1262 cm boulder is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 640 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 660 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 680 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 700 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 720 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 740 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 760 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 780 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 800 m hill is tall.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1200 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1220 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1240 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1300 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1320 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1340 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1360 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1380 m hill is tall.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 620 m hill is short.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 640 m hill is short.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 660 m hill is short.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 700 m hill is short.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 760 m hill is short.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 780 m hill is short.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 800 m hill is short.	entailment
A 1200 m hill is tall. A 800 m hill is short.	A 1200 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1240 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1260 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1280 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1300 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1320 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1340 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1360 m hill is short.	contradiction
A 1200 m hill is tall. A 800 m hill is short.	A 1380 m hill is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 2 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 4 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 6 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 8 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 10 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 12 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 14 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 18 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 20 m peak is tall.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 60 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 62 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 64 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 66 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 70 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 72 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 74 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 76 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 78 m peak is tall.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 2 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 4 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 6 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 8 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 10 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 12 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 14 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 16 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 18 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 20 m peak is short.	entailment
A 60 m peak is tall. A 20 m peak is short.	A 62 m peak is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 64 m peak is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 66 m peak is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 70 m peak is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 72 m peak is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 74 m peak is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 76 m peak is short.	contradiction
A 60 m peak is tall. A 20 m peak is short.	A 78 m peak is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 12 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 14 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 16 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 18 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 20 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 24 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 28 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 30 m path is long.	contradiction
A 70 m path is long. A 30 m path is short.	A 70 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 72 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 74 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 76 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 78 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 80 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 82 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 84 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 88 m path is long.	entailment
A 70 m path is long. A 30 m path is short.	A 12 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 14 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 16 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 18 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 20 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 22 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 24 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 26 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 28 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 30 m path is short.	entailment
A 70 m path is long. A 30 m path is short.	A 70 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 72 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 74 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 76 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 78 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 80 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 82 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 84 m path is short.	contradiction
A 70 m path is long. A 30 m path is short.	A 88 m path is short.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 94 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 98 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 106 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 110 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 114 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 118 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 122 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 126 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 130 cm adult is tall.	contradiction
A 210 cm adult is tall. A 130 cm adult is short.	A 210 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 214 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 218 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 222 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 226 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 234 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 238 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 242 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 246 cm adult is tall.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 94 cm adult is short.	entailment
A 210 cm adult is tall. A 130 cm adult is short.	A 98 cm adult is short.	entailment
